10.0.0.6,172.20.2.72,1,632,391.0,0,2013-04-03T10:01:30.000Z,2013-04-03T10:01:30.000Z,1
10.0.0.7,172.20.2.49,1,632,391.0,0,2013-04-03T10:04:16.000Z,2013-04-03T10:04:16.000Z,1
10.0.0.12,172.30.2.85,1,633,392.0,0,2013-04-03T10:05:40.000Z,2013-04-03T10:05:40.000Z,1
10.0.0.9,172.20.1.96,1,632,391.0,0,2013-04-03T10:07:00.000Z,2013-04-03T10:07:00.000Z,1
10.0.0.10,172.20.1.73,1,571,108.0,0,2013-04-03T10:08:30.000Z,2013-04-03T10:08:30.000Z,1
10.0.0.13,172.30.2.118,1,571,108.0,0,2013-04-03T10:08:30.000Z,2013-04-03T10:08:30.000Z,1
10.0.0.12,172.20.2.105,1,571,108.0,0,2013-04-03T10:09:04.000Z,2013-04-03T10:09:04.000Z,1
10.0.0.10,172.30.1.221,1,633,392.0,0,2013-04-03T10:10:39.000Z,2013-04-03T10:10:39.000Z,1
10.0.0.11,172.20.1.55,1,571,108.0,0,2013-04-03T10:11:52.000Z,2013-04-03T10:11:52.000Z,1
10.0.0.12,172.10.1.142,2,1204,250.0,0,2013-04-03T10:12:45.000Z,2013-04-03T10:15:30.000Z,2
10.7.5.5,172.20.2.110,3,6139714,49258.0,246,2013-04-03T10:15:23.000Z,2013-04-03T11:06:31.000Z,3
10.0.0.13,172.10.1.44,1,633,392.0,0,2013-04-03T10:16:55.000Z,2013-04-03T10:16:55.000Z,1
172.10.1.162,10.7.5.5,312,24102499,3319451.0,4712,2013-04-03T10:16:54.000Z,2013-04-03T15:12:00.000Z,312
10.0.0.14,172.30.1.105,1,571,108.0,0,2013-04-03T10:20:30.000Z,2013-04-03T10:20:30.000Z,1
172.20.1.16,10.7.5.5,65,3153963,2005680.2153846154,2589,2013-04-03T10:22:10.000Z,2013-04-03T11:25:29.000Z,65
10.0.0.12,172.20.1.85,1,633,392.0,0,2013-04-03T10:24:08.000Z,2013-04-03T10:24:08.000Z,1
10.0.0.9,172.30.1.9,1,54,0.0,0,2013-04-03T10:24:09.000Z,2013-04-03T10:24:09.000Z,1
10.0.0.9,172.30.1.214,1,570,108.0,0,2013-04-03T10:24:12.000Z,2013-04-03T10:24:12.000Z,1
10.0.0.8,172.10.1.196,1,632,391.0,0,2013-04-03T10:24:43.000Z,2013-04-03T10:24:43.000Z,1
10.0.0.8,172.20.1.79,1,632,391.0,0,2013-04-03T10:27:03.000Z,2013-04-03T10:27:03.000Z,1
10.0.0.10,172.30.2.67,1,633,392.0,0,2013-04-03T10:43:48.000Z,2013-04-03T10:43:48.000Z,1
10.7.5.5,172.20.2.142,5,9327058,60774.0,347,2013-04-03T10:44:49.000Z,2013-04-03T11:20:55.000Z,5
10.0.0.5,172.30.1.228,1,632,391.0,0,2013-04-03T10:57:46.000Z,2013-04-03T10:57:46.000Z,1
10.0.0.7,172.30.1.8,2,1264,391.0,0,2013-04-03T11:00:49.000Z,2013-04-03T11:08:16.000Z,2
10.0.0.14,172.20.1.65,1,633,392.0,0,2013-04-03T11:02:41.000Z,2013-04-03T11:02:41.000Z,1
10.0.0.12,172.30.1.34,1,633,392.0,0,2013-04-03T11:22:26.000Z,2013-04-03T11:22:26.000Z,1
172.30.2.84,172.30.0.4,1,186,0.0,8,2013-04-03T11:58:41.000Z,2013-04-03T11:58:41.000Z,1
172.30.2.71,239.255.255.250,12,2450,0.0,6,2013-04-03T06:36:07.000Z,2013-04-03T06:36:15.000Z,12
10.247.106.27,172.20.0.4,1283,9759376,270154.75136399065,3053,2013-04-03T00:16:26.000Z,2013-04-03T23:57:29.000Z,1283
172.30.2.59,172.0.0.1,1,90,0.0,0,2013-04-03T06:36:09.000Z,2013-04-03T06:36:09.000Z,1
172.30.1.72,239.255.255.250,11,2975,0.0,18,2013-04-03T06:35:22.000Z,2013-04-03T06:44:08.000Z,11
172.10.1.55,239.255.255.250,4,1050,0.0,6,2013-04-03T06:36:21.000Z,2013-04-03T06:36:27.000Z,4
172.20.1.50,172.0.0.1,28,2790,90.0,18,2013-04-03T00:45:07.000Z,2013-04-03T22:50:02.000Z,28
172.20.2.54,239.255.255.250,8,1750,0.0,6,2013-04-03T06:37:10.000Z,2013-04-03T06:37:18.000Z,8
172.30.1.25,172.0.0.1,26,2520,93.46153846153847,65,2013-04-03T01:12:09.000Z,2013-04-03T22:05:39.000Z,26
172.20.2.131,239.255.255.250,1,525,0.0,6,2013-04-03T06:37:18.000Z,2013-04-03T06:37:18.000Z,1
172.20.1.202,172.0.0.1,25,2430,97.2,18,2013-04-03T00:22:54.000Z,2013-04-03T22:50:16.000Z,25
172.30.1.54,10.0.0.13,72,32296,614.0277777777778,109,2013-04-03T06:47:55.000Z,2013-04-03T12:06:47.000Z,72
172.30.1.99,10.0.0.10,84,38386,630.4285714285714,33,2013-04-03T06:47:57.000Z,2013-04-03T12:13:35.000Z,84
172.30.1.15,10.1.0.75,81,37058,624.6172839506173,46,2013-04-03T06:48:03.000Z,2013-04-03T12:13:09.000Z,81
172.30.1.239,10.0.0.12,128,58518,632.578125,15,2013-04-03T06:48:04.000Z,2013-04-03T15:13:26.000Z,128
172.30.1.55,10.0.0.13,82,36786,622.6463414634146,235,2013-04-03T06:48:42.000Z,2013-04-03T12:10:41.000Z,82
172.10.1.65,10.0.0.11,114,51546,626.5,56,2013-04-03T06:48:48.000Z,2013-04-03T14:59:54.000Z,114
172.10.2.77,10.0.0.12,87,37616,631.7586206896551,16,2013-04-03T06:48:50.000Z,2013-04-03T15:12:12.000Z,87
172.10.1.205,10.0.0.8,100,44692,625.6,7,2013-04-03T06:48:51.000Z,2013-04-03T15:13:44.000Z,100
172.30.1.26,10.0.0.7,81,35666,614.2962962962963,31,2013-04-03T06:48:28.000Z,2013-04-03T12:07:35.000Z,81
172.10.1.88,10.0.0.14,105,47278,622.047619047619,104,2013-04-03T06:48:37.000Z,2013-04-03T14:59:21.000Z,105
172.10.0.6,172.20.1.88,15,1110,0.0,0,2013-04-03T04:21:42.000Z,2013-04-03T23:17:57.000Z,15
172.10.1.225,10.0.0.13,90,40860,633.0,6,2013-04-03T06:49:07.000Z,2013-04-03T15:14:53.000Z,90
172.30.2.105,10.0.0.11,60,26170,597.8833333333333,130,2013-04-03T06:49:07.000Z,2013-04-03T12:04:07.000Z,60
172.30.1.52,10.0.0.11,78,34450,607.3717948717949,113,2013-04-03T06:49:08.000Z,2013-04-03T12:12:43.000Z,78
172.30.1.229,10.0.0.10,102,46208,627.9313725490196,11,2013-04-03T06:48:14.000Z,2013-04-03T15:15:31.000Z,102
172.10.0.6,172.10.2.83,2,148,0.0,0,2013-04-03T06:48:23.000Z,2013-04-03T19:16:41.000Z,2
172.10.1.51,10.0.0.7,93,42999,623.9569892473119,41,2013-04-03T06:48:27.000Z,2013-04-03T15:10:58.000Z,93
172.30.1.220,10.0.0.11,109,49218,627.1926605504588,9,2013-04-03T06:49:12.000Z,2013-04-03T15:12:59.000Z,109
172.10.2.76,10.0.0.5,95,40810,625.9157894736842,14,2013-04-03T06:49:14.000Z,2013-04-03T14:31:30.000Z,95
172.30.2.104,10.1.0.75,64,28494,620.453125,22,2013-04-03T06:49:31.000Z,2013-04-03T11:49:25.000Z,64
172.10.1.242,10.0.0.9,80,36582,625.45,29,2013-04-03T06:49:31.000Z,2013-04-03T15:12:08.000Z,80
172.20.2.90,10.0.0.7,68,30046,598.9117647058823,26,2013-04-03T06:49:32.000Z,2013-04-03T11:05:13.000Z,68
172.30.2.68,10.0.0.13,76,30580,553.0657894736842,56,2013-04-03T06:49:34.000Z,2013-04-03T12:12:36.000Z,76
172.30.1.63,10.0.0.14,85,38942,622.1058823529412,24,2013-04-03T06:49:37.000Z,2013-04-03T12:12:06.000Z,85
172.30.1.146,10.0.0.11,70,31564,635.6428571428571,3,2013-04-03T06:48:57.000Z,2013-04-03T12:03:53.000Z,70
172.30.2.57,10.0.0.14,75,32864,597.9066666666666,114,2013-04-03T06:52:37.000Z,2013-04-03T12:12:37.000Z,75
172.20.2.96,10.0.0.10,66,30018,631.3636363636364,8,2013-04-03T06:50:28.000Z,2013-04-03T11:12:37.000Z,66
172.20.2.71,10.0.0.8,59,26673,629.2542372881356,4,2013-04-03T06:50:03.000Z,2013-04-03T11:14:03.000Z,59
172.30.1.48,10.0.0.14,80,36382,630.3,51,2013-04-03T06:52:02.000Z,2013-04-03T12:06:41.000Z,80
172.20.1.33,10.0.0.10,67,29680,613.2985074626865,5,2013-04-03T06:51:20.000Z,2013-04-03T11:09:27.000Z,67
172.10.1.210,10.0.0.13,80,35214,618.425,29,2013-04-03T06:49:53.000Z,2013-04-03T14:31:46.000Z,80
172.10.2.96,10.0.0.5,108,46483,631.425925925926,18,2013-04-03T06:50:07.000Z,2013-04-03T15:04:47.000Z,108
172.30.1.207,10.0.0.12,111,49960,617.4234234234234,13,2013-04-03T06:49:40.000Z,2013-04-03T15:17:49.000Z,111
172.20.2.110,10.0.0.14,73,32574,624.2191780821918,12,2013-04-03T06:49:47.000Z,2013-04-03T11:12:22.000Z,73
172.20.2.101,10.0.0.14,71,32518,632.2394366197183,18,2013-04-03T06:49:47.000Z,2013-04-03T11:18:59.000Z,71
172.20.1.45,10.0.0.12,48,21738,633.0,0,2013-04-03T06:49:50.000Z,2013-04-03T11:03:53.000Z,48
172.20.1.99,10.0.0.5,57,25713,622.0,0,2013-04-03T06:49:51.000Z,2013-04-03T11:09:07.000Z,57
172.10.0.6,172.30.1.168,5,370,0.0,0,2013-04-03T01:13:09.000Z,2013-04-03T05:28:28.000Z,5
172.20.0.7,172.255.255.255,1,276,0.0,1,2013-04-03T03:03:47.000Z,2013-04-03T03:03:47.000Z,1
172.10.0.6,172.30.2.72,14,1132,0.0,0,2013-04-03T05:28:20.000Z,2013-04-03T23:16:28.000Z,14
172.30.1.71,10.1.0.75,87,39220,618.5402298850574,83,2013-04-03T06:49:17.000Z,2013-04-03T12:07:02.000Z,87
172.10.1.90,10.0.0.14,108,49092,622.8518518518518,19,2013-04-03T06:49:19.000Z,2013-04-03T14:50:40.000Z,108
172.20.2.130,10.7.5.5,44,1720770,1547555.0681818181,2627,2013-04-03T10:11:11.000Z,2013-04-03T11:14:41.000Z,44
172.10.2.69,10.0.0.5,95,41150,630.8631578947368,22,2013-04-03T06:53:15.000Z,2013-04-03T15:10:38.000Z,95
172.10.1.36,10.0.0.12,98,44676,623.5510204081633,34,2013-04-03T06:50:32.000Z,2013-04-03T14:44:39.000Z,98
172.30.2.86,10.1.0.75,83,35636,590.4096385542168,437,2013-04-03T06:50:38.000Z,2013-04-03T12:12:37.000Z,83
172.10.1.92,10.1.0.75,109,49098,627.6880733944954,11,2013-04-03T06:50:21.000Z,2013-04-03T15:14:57.000Z,109
172.30.2.111,10.0.0.13,67,30472,632.1940298507462,25,2013-04-03T06:50:26.000Z,2013-04-03T12:06:50.000Z,67
172.30.1.53,10.0.0.6,66,30135,627.9090909090909,52,2013-04-03T06:50:27.000Z,2013-04-03T12:10:41.000Z,66
172.30.2.52,10.0.0.12,79,35358,623.620253164557,17,2013-04-03T06:51:56.000Z,2013-04-03T12:12:37.000Z,79
172.10.1.60,10.0.0.8,115,52324,631.5304347826087,7,2013-04-03T06:52:25.000Z,2013-04-03T14:18:25.000Z,115
172.30.1.218,10.0.0.8,122,55212,631.5573770491803,0,2013-04-03T06:52:22.000Z,2013-04-03T15:07:26.000Z,122
172.30.1.144,10.0.0.11,88,39368,612.0340909090909,29,2013-04-03T06:52:10.000Z,2013-04-03T11:55:22.000Z,88
172.30.1.46,10.0.0.11,72,31780,610.9166666666666,31,2013-04-03T06:52:18.000Z,2013-04-03T12:11:36.000Z,72
172.30.1.91,10.0.0.14,76,33996,612.7894736842105,29,2013-04-03T06:54:38.000Z,2013-04-03T12:13:33.000Z,76
172.20.2.133,10.0.0.6,56,25085,629.9285714285714,4,2013-04-03T06:54:35.000Z,2013-04-03T11:05:14.000Z,56
172.30.1.142,10.0.0.14,72,32688,630.75,41,2013-04-03T06:54:35.000Z,2013-04-03T11:47:42.000Z,72
172.10.2.141,10.0.0.7,107,45861,631.4953271028037,5,2013-04-03T06:53:29.000Z,2013-04-03T14:59:20.000Z,107
172.20.1.67,10.0.0.12,61,27586,621.7377049180328,8,2013-04-03T06:53:04.000Z,2013-04-03T11:25:19.000Z,61
172.10.1.251,10.0.0.5,81,36988,630.0,18,2013-04-03T06:53:06.000Z,2013-04-03T14:57:56.000Z,81
172.20.2.125,10.0.0.8,72,32616,630.5,7,2013-04-03T06:53:09.000Z,2013-04-03T11:11:13.000Z,72
172.20.1.59,10.0.0.14,60,27186,631.2,0,2013-04-03T06:54:49.000Z,2013-04-03T11:04:43.000Z,60
172.10.1.9,10.1.0.75,112,51322,622.8035714285714,11,2013-04-03T06:54:52.000Z,2013-04-03T15:09:53.000Z,112
172.10.2.68,10.0.0.9,100,42738,623.52,16,2013-04-03T06:56:11.000Z,2013-04-03T15:07:12.000Z,100
172.30.2.56,10.0.0.14,75,33504,614.68,128,2013-04-03T06:56:49.000Z,2013-04-03T12:12:37.000Z,75
172.10.1.181,10.0.0.13,76,34558,631.578947368421,8,2013-04-03T06:56:51.000Z,2013-04-03T15:08:57.000Z,76
172.10.1.8,10.0.0.12,92,41768,630.6521739130435,19,2013-04-03T06:56:57.000Z,2013-04-03T15:06:19.000Z,92
172.10.1.184,10.1.0.76,65,29916,631.3384615384615,14,2013-04-03T06:57:08.000Z,2013-04-03T15:14:35.000Z,65
172.10.1.82,10.0.0.14,122,55280,632.5573770491803,37,2013-04-03T06:59:09.000Z,2013-04-03T15:15:46.000Z,122
172.10.1.119,10.199.250.2,33,56938,71066.90909090909,9,2013-04-03T07:15:30.000Z,2013-04-03T10:12:22.000Z,33
172.20.0.3,172.20.1.118,1,317,0.0,0,2013-04-03T07:22:31.000Z,2013-04-03T07:22:31.000Z,1
172.20.0.3,172.20.1.159,1,317,0.0,0,2013-04-03T07:28:29.000Z,2013-04-03T07:28:29.000Z,1
10.0.0.13,172.30.1.88,1,633,392.0,0,2013-04-03T09:36:33.000Z,2013-04-03T09:36:33.000Z,1
10.0.0.13,172.10.1.145,1,633,392.0,0,2013-04-03T09:40:44.000Z,2013-04-03T09:40:44.000Z,1
10.0.0.7,172.20.2.137,1,632,391.0,0,2013-04-03T09:43:11.000Z,2013-04-03T09:43:11.000Z,1
10.0.0.6,172.20.1.63,2,1140,108.0,0,2013-04-03T09:45:37.000Z,2013-04-03T11:03:27.000Z,2
10.0.0.10,172.30.1.85,1,571,108.0,0,2013-04-03T09:50:31.000Z,2013-04-03T09:50:31.000Z,1
10.0.0.8,172.30.1.3,1,632,391.0,0,2013-04-03T10:06:15.000Z,2013-04-03T10:06:15.000Z,1
10.0.0.10,172.20.1.10,1,633,392.0,0,2013-04-03T10:06:45.000Z,2013-04-03T10:06:45.000Z,1
10.1.0.75,172.30.2.89,1,633,392.0,0,2013-04-03T10:09:25.000Z,2013-04-03T10:09:25.000Z,1
10.0.0.6,172.20.2.139,3,1834,296.6666666666667,0,2013-04-03T10:11:17.000Z,2013-04-03T10:33:13.000Z,3
10.0.0.6,172.10.1.20,2,1202,249.5,0,2013-04-03T10:11:56.000Z,2013-04-03T10:17:40.000Z,2
10.7.5.5,172.10.1.125,5,12465322,58986.0,317,2013-04-03T10:17:56.000Z,2013-04-03T11:42:38.000Z,5
10.0.0.6,172.30.2.62,2,1140,108.0,0,2013-04-03T10:27:38.000Z,2013-04-03T10:44:00.000Z,2
10.7.5.5,172.20.1.224,3,5911818,47064.0,135,2013-04-03T10:35:28.000Z,2013-04-03T11:56:26.000Z,3
10.0.0.9,172.20.1.66,1,570,108.0,0,2013-04-03T10:36:50.000Z,2013-04-03T10:36:50.000Z,1
